id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q2 Cleaned,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q4 Cleaned,Q5: What movie do you think of when thinking of this food item?,Q5 Cleaned,Q6: What drink would you pair with this food item?,Q6 Cleaned,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
626757,2,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12 dollars,12,Spiderman,spiderman,Pop,pop,"Friends,Strangers",A lot (hot),Pizza
745297,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$7,7,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,Coke,coca cola,"Parents,Friends,Teachers",None,Pizza
627599,4,6,6,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$5,5,Deadpool,deadpool,Diet coke,diet coke,"Parents,Siblings,Friends,Teachers",None,Pizza
520037,2,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,5,Home Alone,home alone,Coke,coca cola,"Friends,Teachers,Strangers",None,Pizza
632189,2,4,4,"Week day lunch,Weekend lunch,At a party,Late night snack",$3,3,Spider man,spiderman,Coca Cola,coca cola,Friends,None,Pizza
627636,3,Minimum 3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Between $4 and $7,4-7,Spy Kids 3D,spy kids,Pepsi,pepsi,Friends,None,Pizza
295428,3,"cheese, wheat flour, some types of meat, herbs, some type of sauces.",6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$4,4,Squid game,squid game,soft drink,soft drink,"Siblings,Friends,Teachers,Strangers",None,Pizza
228777,3,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.5,3.5,running man ,running man,Coca Cola ,coca cola,Teachers,None,Pizza
609278,3,6,6,"Week day lunch,Week day dinner,At a party,Late night snack",$5,5,Ratatouille,ratatouille,Soda,soda,"Parents,Siblings,Friends,Teachers",None,Pizza
614089,2,4,4,"Week day dinner,Weekend dinner,At a party,Late night snack",20 CAD,20,The Godfather,the godfather,Coke,coca cola,Siblings,None,Pizza
607517,4,7,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",14,14,Recep Ivedik 2,recep ivedik,Coke,coca cola,"Siblings,Friends",A little (mild),Pizza
714607,3,6,6,"Week day lunch,Weekend dinner,At a party,Late night snack",$5,5,Venom,venom,Coke,coca cola,"Siblings,Friends",None,Pizza
716650,4,"Many Ingredients. For each of Dough, Sauce, Toppings, there are many ingredients required. If I had to estimate, I would say around 5 for dough, 8 for sauce, and just 2 for toppings. Altogether, that would be around 15 ingredients total.",15,"Week day dinner,At a party,Late night snack","Usually this food item comes in large quantities. Assuming that a quarter of this item is one serving, then with a full item being about $15, I would say that I would expect to pay $3.75 for one serving. ",3.75,"I usually associate this item with the winter because school parties would frequently order this food item. Hence, I would say The Polar Express, Elf, and Home Alone.",the polar express,I would pair some type of soda with this food item — something like a sprite or a coca-cola. ,sprite or coca cola,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
497695,2,4,4,"Weekend dinner,At a party,Late night snack",5,5,Moneyball,moneyball,Soda,soda,Friends,A little (mild),Pizza
496858,3,"Typically, the simplest pizza would contain dough, water, yeast, salt, sugar, tomato sauce, and then cheese - around 7 ingredients. Sometimes, we might like to make more complex pizzas with different flavours, like adding more types of cheeses, or adding various toppings like veggies and meats, which would bump up the ingredient count. ",7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","For one slice of pizza, I would expect about a dollar or two. But for full pizzas, the cost could range anywhere from $12 for a small to $20 for a large. And as always, depending on where you get your pizza (somewhere simple and cheap, or somewhere fancy), these prices might change. ",1-2,"Home Alone! When the delivery guy delivers a cheese pizza ""Little Nero's Pizza"" through the back door for Kevin, when he gets stuck home alone! ",home alone,"I love Kombucha, so maybe a mango or citrusy kombucha. Something carbonated!",kombucha,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza
608688,2,3,3,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$2.50,2.50,"Inside Out, Teenage Mutant Ninja Turtles",inside out,Soda,soda,"Parents,Siblings,Friends,Teachers",None,Pizza
604386,3,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20,20,Ratatouille,ratatouille,soft drink,soft drink,"Parents,Friends",None,Pizza
628559,3,"About 5

 

Minimum 3 for dough, tomato sauce, and cheese, to at most 7 for toppings.",3-7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","$5

 

$15 for whole piazza)",5,Avengers 1,avengers,Coke,coca cola,Friends,None,Pizza
715152,3,7,7,"Weekend lunch,Weekend dinner,At a party,Late night snack",7$,7,"hangover, or any teen party movies which features a lot of sweet stuff.",hangover,"carbonated sweet drinks, such as cocacola, pepsi, etc",coca cola pepsi,Friends,None,Pizza
604110,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,10,Home Alone,home alone,Coca-Cola,coca cola,"Parents,Friends",None,Pizza
629010,4,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$4,4,Coraline,coraline,Nestea,nestea,"Parents,Friends,Teachers,Strangers",A little (mild),Pizza
605254,2,5,5,"Week day dinner,At a party,Late night snack",4,4,None,N/A,Diet Coke,diet coke,Friends,A moderate amount (medium),Pizza
628990,3,5,5,"Week day lunch,Week day dinner,At a party",$6,6,Life if Pi,life of pi,Soda,soda,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza
625295,3,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4.00,4.00,Home Alone,home alone,Pop,pop,Friends,None,Pizza
603415,3,4-8,4-8,"Week day lunch,Weekend lunch,At a party,Late night snack",$4-5,4-5,Home Alone,home alone,Soda,soda,Friends,A little (mild),Pizza
635533,2,6,6,"Week day lunch,Late night snack",15 dollars,15,James Bond 007,james bond,Coke,coca cola,Friends,A little (mild),Pizza
630389,1,3,3,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,20,Sam Raimi's Spider Man,spiderman,Chocolate Milk,chocolate milk,Friends,A lot (hot),Pizza
714901,4,I would expect four to ten.,4-10,"Week day lunch,Weekend lunch,At a party","For a single slice, I would pay $5. ",5,Cloudy with a Chance of Meatballs,cloudy with a chance of meatballs,Pepsi (or any soda),pepsi or any soda,Friends,A moderate amount (medium),Pizza
629792,3,"7: flour, salt, yeast, water, oil, sauce, cheese",7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","$15 (one whole pizza)

 ",15,the goofy movie,the goofy movie,pop,pop,"Parents,Siblings,Friends",None,Pizza
629025,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,5,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,Soda,soda,"Friends,Strangers",None,Pizza
524441,3,6,6,"Week day lunch,Weekend lunch,At a party",$10,10,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,Ginger ale,ginger ale,"Siblings,Friends",None,Pizza
389109,4,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",18,18,Cloudy With a Chance of Meatballs,cloudy with a chance of meatballs,Canada Dry Ginger Ale,canada dry ginger ale,Friends,None,Pizza
631216,2,5,5,"Week day lunch,At a party",6,6,A Quiet Place 2,a quiet place,coke,coca cola,Friends,A moderate amount (medium),Pizza
738875,2,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$4,4,Home alone,home alone,Milk,milk,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
634669,1,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.29,2.29,Carry-On,carry-on,Sprite,sprite,"Parents,Siblings,Friends,Teachers",None,Pizza
409940,3,6,6,"Week day dinner,At a party",8$,8,spiderman,spiderman,diet coke,diet coke,"Parents,Friends",A moderate amount (medium),Pizza
399605,2,5,5,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",5,5,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,coke,coca cola,"Parents,Friends",None,Pizza
721831,4,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,6,Home Alone,home alone,Coke,coca cola,"Parents,Siblings,Friends",None,Pizza
835223,2,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4,4,Set it up,set it up,coke,coca cola,"Friends,Strangers",A moderate amount (medium),Pizza
712938,3,5,5,"Week day dinner,Weekend dinner",15,15,Green Book,green book,coke,coca cola,Friends,None,Pizza
395712,3,"5 ingredients,  bread, cheese, sauce, meat, veggies",5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4 - $8,4-8,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,"Pop, Coca-Cola, 7up, crush",coca cola up crush,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
603388,2,about 7,7,"Week day lunch,At a party,Late night snack",12 cad,12,Garfield,garfield,Coke,coca cola,Friends,A little (mild),Pizza
617774,3,3,3,"Week day lunch,Week day dinner,Weekend lunch,At a party",15.99-29.99,15.99-29.99,Cars,cars,Iced tea,ice tea,"Parents,Teachers",None,Pizza
289440,3,5,5,"Week day lunch,At a party,Late night snack",4,1-3,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,coke,coca cola,"Friends,Strangers",A moderate amount (medium),Pizza
714503,2,3 to 4,3-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15,15,"relaxing, comedy",N/A,cola,coca cola,Friends,I will have some of this food item with my hot sauce,Pizza
714893,2,5,5,"Week day lunch,Weekend lunch,At a party",$5.00,5.00,Home Alone 2,home alone,Coke,coca cola,"Siblings,Friends",A moderate amount (medium),Pizza
601094,2,"7 (flour, water, oil, yeast, sauce, cheese, topping)",7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6.50,6.50,teenage mutant ninja turtles,teenage mutant ninja turtles,soda,soda,"Siblings,Friends",None,Pizza
618150,2,"5 (pizza base, sauce, cheese, topping, and oregano)",5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","for a large pizza, $25.",25,Home alone,home alone,Diet coke,diet coke,"Siblings,Friends",A moderate amount (medium),Pizza
607944,2,5,5,"Week day dinner,Weekend lunch,At a party,Late night snack",5 dollars,5,Spiderman,spiderman,Milk,milk,Friends,None,Pizza
629844,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6,6,Ratatouille,ratatouille,Orange juice,orange juice,"Parents,Siblings,Friends,Teachers",None,Pizza
626482,2,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5,5,The Godfather,the godfather,Pop,pop,Friends,None,Pizza
609257,2,5,5,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",6$,6,High School Musical ,high school musical,Rootbeer,root beer,"Siblings,Friends,Teachers",None,Pizza
717921,3,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4,4,Zootopia,zootopia,Lemonade,lemonade,"Friends,Teachers",A little (mild),Pizza
181851,4,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,10,None,N/A,pops,pops,Friends,A lot (hot),Pizza
629041,1,3,3,"Week day lunch,At a party,Late night snack",7 dollars,7,Home Alone,home alone,Coke,coca cola,"Friends,Strangers",None,Pizza
604062,4,Four to five. Also depends on the different types of pizza.,4-5,"Week day dinner,Weekend dinner,At a party,Late night snack",$15,15,"Honestly any movie, pizza is a movie food.",N/A,Some sort of soft drink.,soft drink,"Siblings,Friends",I will have some of this food item with my hot sauce,Pizza
716749,3,4 or more,4,"Week day lunch,Late night snack",15 dollar,15,no,N/A,water or  lemon water,water or lemon water,Strangers,A little (mild),Pizza
633143,3,"This food item should contain anywhere from 5-10 ingredients depending on the amount of topping you want. The key ingredients should be salt, pepper, cheese, tomato sauce, and dough (5 ingredients). ",5-10,"Week day lunch,Weekend lunch,At a party,Late night snack",Around $5 per serving,5,Teenage Mutant Ninja Turtles,teenage mutant ninja turtles,Soft drinks such as Coca-Cola,soft drinks such as coca cola,Friends,None,Pizza
743828,3,10,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack", 4-6 dollars,4-6,Mario Movie,mario movie,Soda Pop,soda pop,"Friends,Strangers",A moderate amount (medium),Pizza
520861,3,4,4,"Week day lunch,Weekend lunch,At a party,Late night snack",12,12,ratatouille,ratatouille,Soda,soda,Friends,None,Pizza
517019,2,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4,4,30 minutes or less,minutes or less,pop,pop,"Parents,Siblings,Friends,Teachers",None,Pizza
626779,3,"Dough (water, flour, yeast), cheese, tomato sauce",5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",4$ for a slice,4,Home alone,home alone,soda,soda,"Siblings,Friends",A little (mild),Pizza
611716,3,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7,7,Home alone,home alone,coke,coca cola,"Parents,Siblings",None,Pizza
193195,3,5,5,"Weekend dinner,At a party,Late night snack",$5,5,21 Jump Street,jump street,Coca Cola,coca cola,"Friends,Teachers",A little (mild),Pizza
627530,2,7,7,"Week day lunch,Week day dinner,Weekend dinner,At a party",$10,10,Free Guy,free guy,Coca-Cola,coca cola,Friends,A little (mild),Pizza
626479,2,3 or more depending on what toppings you want,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","A slice would probably be like $5, a whole pizza maybe $15?",5,Spider-man? Just cause it takes place in New York...,spiderman,Any type of soda,any type of soda,"Parents,Friends",None,Pizza
624540,3,"3

sansauge, 

corn, 

sauce, 

 ",3,"Week day lunch,Week day dinner,At a party,Late night snack",15 per person,15,harry poter,harry potter,bubble tea,bubble tea,"Friends,Strangers",A moderate amount (medium),Pizza
625315,2,3-8,3-8,"Week day lunch,Week day dinner,At a party,Late night snack",$7,7,Home Alone,home alone,Soft drink,soft drink,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
601941,4,4,4,"Week day lunch,At a party,Late night snack",Around 15 dollar without tax,15,"none, stranger things is the tv series I can think of.",stranger things,cococola,coca cola,"Teachers,Strangers",I will have some of this food item with my hot sauce,Pizza
723968,5,"21 ingredients

 ",21,"Week day lunch,Late night snack",within 10 dollars,10,Godfather,godfather,Nestea,nestea,"Friends,Teachers",None,Pizza
715806,4,10,10,"Week day lunch,Weekend dinner,At a party",7,7,Soul,soul,coke,coca cola,"Parents,Siblings,Friends,Teachers",None,Pizza
720045,3,8,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,5,The Godfather,the godfather,Water,water,"Friends,Teachers",A lot (hot),Pizza
713585,5,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30,30,Idk,N/A,Soda,soda,"Friends,Teachers",None,Pizza
611188,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",7,1-6,Five Nights at Freddy’s,five nights at freddys,Ginger Ale,ginger ale,"Friends,Teachers",None,Pizza
606726,3,10,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16,16,Life is Beautiful,life is beautiful,Orange Juice,orange juice,"Friends,Strangers",None,Pizza
629142,3,"I would expect this food item to contain at least 5 ingredients, but it can be more based on toppings you add.",5,"Weekend lunch,At a party",I would expect to pay around $5 dollars for one serving of this food item.,5,I think of the movie Cloudy with a Chance of Meatballs.,cloudy with a chance of meatballs,I would pair pop with this food item.,pop,"Parents,Teachers",None,Pizza
634825,3,7,7,"Weekend dinner,At a party",$5,5,Cloudy with a chance of meatballs,cloudy with a chance of meatballs,Soda,soda,"Parents,Friends,Teachers",None,Pizza
613409,4,"flour, yeast, olive oil, salt, mozzarella cheese, and tomato sauce. So total of 8",8,"Weekend dinner,At a party,Late night snack",8,1-7,The wicked,the wicked,Coke-Cola,coca cola,Friends,A moderate amount (medium),Pizza
633224,3,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.50,2.50,Home Alone,home alone,Coca Cola,coca cola,Friends,None,Pizza
738850,3,6,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,5,Five Nights at Freddy's,five nights at freddys,Coca Cola,coca cola,"Parents,Siblings,Teachers",None,Pizza
