"id","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)","Q2: How many ingredients would you expect this food item to contain?","Q3: In what setting would you expect this food to be served? Please check all that apply","Q4: How much would you expect to pay for one serving of this food item?","Q5: What movie do you think of when thinking of this food item?","Q6: What drink would you pair with this food item?","Q7: When you think about this food item, who does it remind you of?","Q8: How much hot sauce would you add to this food item?","Label"
"714503","2","34.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","15.0","relaxing comedy","cola","Friends","I will have some of this food item with my hot sauce","Pizza"
"714893","2","5.0","Week day lunch,Weekend lunch,At a party","5.0","home alone","coke","Siblings,Friends","A moderate amount (medium)","Pizza"
"601094","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.5","teenage mutant ninja turtles","soda","Siblings,Friends","N/A","Pizza"
"618150","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","25.0","home alone","diet coke","Siblings,Friends","A moderate amount (medium)","Pizza"
"607944","2","5.0","Week day dinner,Weekend lunch,At a party,Late night snack","5.0","spiderman","milk","Friends","N/A","Pizza"
"629844","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","ratatouille","orange juice","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"626482","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","the godfather","pop","Friends","N/A","Pizza"
"609257","2","5.0","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack","6.0","high school musical","rootbeer","Siblings,Friends,Teachers","N/A","Pizza"
"717921","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","zootopia","lemonade","Friends,Teachers","A little (mild)","Pizza"
"181851","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","N/A","pops","Friends","A lot (hot)","Pizza"
"629041","1","3.0","Week day lunch,At a party,Late night snack","7.0","home alone","coke","Friends,Strangers","N/A","Pizza"
"604062","4","N/A","Week day dinner,Weekend dinner,At a party,Late night snack","15.0","honestly any movie pizza is a movie food","some sort of soft drink","Siblings,Friends","I will have some of this food item with my hot sauce","Pizza"
"716749","3","4.0","Week day lunch,Late night snack","15.0","no","water or lemon water","Strangers","A little (mild)","Pizza"
"633143","3","N/A","Week day lunch,Weekend lunch,At a party,Late night snack","5.0","teenage mutant ninja turtles","soft drinks such as cocacola","Friends","N/A","Pizza"
"743828","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","mario movie","soda pop","Friends,Strangers","A moderate amount (medium)","Pizza"
"520861","3","4.0","Week day lunch,Weekend lunch,At a party,Late night snack","12.0","ratatouille","soda","Friends","N/A","Pizza"
"517019","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","minutes or less","pop","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"626779","3","N/A","Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","home alone","soda","Siblings,Friends","A little (mild)","Pizza"
"611716","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","7.0","home alone","coke","Parents,Siblings","N/A","Pizza"
"193195","3","5.0","Weekend dinner,At a party,Late night snack","5.0","jump street","coca cola","Friends,Teachers","A little (mild)","Pizza"
"627530","2","7.0","Week day lunch,Week day dinner,Weekend dinner,At a party","10.0","free guy","cocacola","Friends","A little (mild)","Pizza"
"626479","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","515.0","spiderman just cause it takes place in new york","any type of soda","Parents,Friends","N/A","Pizza"
"624540","3","3.0","Week day lunch,Week day dinner,At a party,Late night snack","15.0","harry poter","bubble tea","Friends,Strangers","A moderate amount (medium)","Pizza"
"625315","2","5.5","Week day lunch,Week day dinner,At a party,Late night snack","7.0","home alone","soft drink","Parents,Siblings,Friends,Teachers,Strangers","A little (mild)","Pizza"
"601941","4","4.0","Week day lunch,At a party,Late night snack","15.0","none stranger things is the tv series i can think of","cococola","Teachers,Strangers","I will have some of this food item with my hot sauce","Pizza"
"723968","5","21.0","Week day lunch,Late night snack","10.0","godfather","nestea","Friends,Teachers","N/A","Pizza"
"715806","4","10.0","Week day lunch,Weekend dinner,At a party","7.0","soul","coke","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"720045","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","the godfather","water","Friends,Teachers","A lot (hot)","Pizza"
"713585","5","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","30.0","idk","soda","Friends,Teachers","N/A","Pizza"
"611188","3","4.0","Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack","7.0","five nights at freddys","ginger ale","Friends,Teachers","N/A","Pizza"
"606726","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","16.0","life is beautiful","orange juice","Friends,Strangers","N/A","Pizza"
"629142","3","5.0","Weekend lunch,At a party","5.0","i think of the movie cloudy with a chance of meatballs","i would pair pop with this food item","Parents,Teachers","N/A","Pizza"
"634825","3","7.0","Weekend dinner,At a party","5.0","cloudy with a chance of meatballs","soda","Parents,Friends,Teachers","N/A","Pizza"
"613409","4","0.8","Weekend dinner,At a party,Late night snack","8.0","the wicked","cokecola","Friends","A moderate amount (medium)","Pizza"
"633224","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","2.5","home alone","coca cola","Friends","N/A","Pizza"
"738850","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","five nights at freddys","coca cola","Parents,Siblings,Teachers","N/A","Pizza"
"500470","4","6.0","Week day lunch,Weekend lunch,At a party,Late night snack","8.0","ratatouille","soda","Friends","N/A","Pizza"
"13183","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","harold kumar go to white castle","ice tea","Parents,Friends","N/A","Pizza"
"627169","2","15.0","Week day lunch,Week day dinner,Weekend lunch,Late night snack","20.0","teenage mutant ninja turtles","coke","Parents,Friends","A moderate amount (medium)","Pizza"
"229041","3","5.0","Week day lunch,Weekend lunch,At a party","5.0","home alone","soda","Parents,Siblings,Friends","N/A","Pizza"
"496344","1","8.0","Week day lunch,At a party","3.0","spider man","coke","Friends,Teachers","A little (mild)","Pizza"
"409723","2","11.0","Week day lunch,At a party,Late night snack","7.0","home alone","coke","Parents,Siblings,Teachers","N/A","Pizza"
"630949","4","7.0","Weekend lunch,Weekend dinner,At a party","10.0","lord of the rings","soda","Siblings,Friends","N/A","Pizza"
"413014","3","7.0","Week day lunch,Weekend dinner,At a party,Late night snack","7.5","something fun like superbad","a soda such as cocacola","Friends,Teachers","A little (mild)","Pizza"
"310438","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","home alone","coke","Siblings,Friends,Teachers","N/A","Pizza"
"627430","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","home alone","coke","Siblings,Friends,Strangers","A little (mild)","Pizza"
"526510","2","4.0","At a party","6.0","N/A","cola","Strangers","N/A","Pizza"
"390823","3","4.0","Week day dinner,Weekend dinner,At a party,Late night snack","5.0","the hangover","coke","Friends","A little (mild)","Pizza"
"717116","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","breaking bad not a movie","coke or diet coke","Friends","A little (mild)","Pizza"
"712143","3","6.0","Week day lunch,Week day dinner,At a party","15.0","little italy","cola","Parents","A little (mild)","Pizza"
"612538","4","6.0","Week day lunch,Weekend dinner,At a party,Late night snack","3.0","toy story","coca cola","Friends,Teachers","N/A","Pizza"
"627539","2","4.0","Week day lunch,Weekend lunch,At a party","5.0","the mario movie","coca cola","Siblings,Friends","A moderate amount (medium)","Pizza"
"603812","2","5.0","Week day lunch,At a party,Late night snack","5.0","home alone","root beer","Friends","A little (mild)","Pizza"
"740568","4","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","little italy","coke","Friends,Teachers,Strangers","N/A","Pizza"
"712702","3","7.0","Week day lunch,Weekend lunch,At a party","3.0","everything everywhere all at once","pineapple juice","Friends,Teachers,Strangers","N/A","Pizza"
"519638","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","2.0","barbie","sprite","Parents,Friends","A little (mild)","Pizza"
"627800","2","3.5","Week day lunch,At a party,Late night snack","5.0","hitman","soda","Friends,Strangers","A little (mild)","Pizza"
"406863","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","teenage mutant ninja turtles","coke","Friends,Teachers","N/A","Pizza"
"726962","4","10.0","Week day lunch,Week day dinner,At a party","N/A","spiderman","coke","Friends","N/A","Pizza"
"628077","2","10.0","Week day lunch,Weekend lunch,At a party,Late night snack","5.0","breaking bad","soda","Parents,Siblings,Friends,Teachers,Strangers","N/A","Pizza"
"601693","2","6.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","mystic pizza","diet coke","Siblings,Friends","N/A","Pizza"
"517096","3","34.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","home alone","coca cola","Siblings,Friends,Teachers","N/A","Pizza"
"606821","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","back to the future","sprite","Siblings,Friends,Strangers","N/A","Pizza"
"455047","3","4.0","Week day lunch,Week day dinner,Weekend dinner,At a party","6.0","N/A","coke","Friends","A moderate amount (medium)","Pizza"
"625576","3","10.0","Week day lunch,Week day dinner,At a party,Late night snack","5.0","liquorice pizza","water","Siblings,Friends,Teachers","A little (mild)","Pizza"
"716549","4","8.0","Week day lunch,Week day dinner,At a party,Late night snack","9.0","the avengers","hot water","Teachers","A lot (hot)","Shawarma"
"715742","2","N/A","Week day lunch,Week day dinner,Late night snack","10.0","noneok tbf i think of my life at uoft if life is a movie","lemon tea","Friends,Strangers","N/A","Shawarma"
"727333","1","3.0","Week day lunch,Weekend lunch","8.0","action movie","water","Siblings","A little (mild)","Shawarma"
"606874","3","10.0","Week day lunch,Week day dinner,Late night snack","10.0","the dictator","juice","Friends","A moderate amount (medium)","Shawarma"
"505318","4","7.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","8.0","superbad","ayran","Parents,Siblings","A moderate amount (medium)","Shawarma"
"605771","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","N/A","water","Friends","A little (mild)","Shawarma"
"606929","3","N/A","Weekend lunch","10.0","dragon","coke","Friends","A moderate amount (medium)","Shawarma"
"609789","3","4.0","Week day lunch","15.0","nothing","coke","Strangers","A moderate amount (medium)","Shawarma"
"644623","4","5.0","Week day lunch,Weekend lunch","8.5","avengers","N/A","Strangers","N/A","Shawarma"
"626792","2","13.0","Week day lunch,Weekend lunch","13.0","anjaana anjaani","water","Friends,Teachers","A lot (hot)","Shawarma"
"714863","2","10.0","Week day lunch,Weekend lunch,Late night snack","10.0","none","juice","Strangers","N/A","Shawarma"
"602805","3","10.0","Week day lunch,Week day dinner","11.0","the avengers","water","Friends,Strangers","A little (mild)","Shawarma"
"602526","4","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","13.0","hawkeye","orange juice","Siblings,Friends","A little (mild)","Shawarma"
"497421","2","3.0","Week day lunch,Weekend lunch,Late night snack","25.0","argo","coke","Friends,Strangers","A moderate amount (medium)","Shawarma"
"389328","3","5.0","Week day lunch,Week day dinner,Weekend lunch","10.0","transformers","beer","Siblings,Friends,Strangers","A lot (hot)","Shawarma"
"289931","5","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","12.0","aladdin","pop like coke","Friends","N/A","Shawarma"
"620148","1","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","7.0","the invisible guest","water","Friends","A little (mild)","Shawarma"
"387155","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","12.0","squid game","water","Siblings,Friends","A moderate amount (medium)","Shawarma"
"516975","3","12.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.5","the avengers","ginger ale","Siblings,Friends","A little (mild)","Shawarma"
"630825","2","4.0","Week day lunch,At a party","5.0","titanic","juice","Siblings,Friends","N/A","Shawarma"
"614043","3","45.5","Week day lunch,Week day dinner,Weekend lunch","8.0","avengers","ayran","Parents,Friends","A moderate amount (medium)","Shawarma"
"521125","5","8.0","Week day lunch,Weekend lunch","9.0","the avengers","root beer","Siblings,Friends","N/A","Shawarma"
"627780","4","5.0","Week day lunch","10.0","nights","water","Strangers","A little (mild)","Shawarma"
"492744","3","8.0","Week day lunch,Late night snack","14.0","the avengers","soda","Friends","A lot (hot)","Shawarma"
"618747","2","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","9.0","the avengers","soft drinks","Friends","A moderate amount (medium)","Shawarma"
"607815","4","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","the avengers","coke","Strangers","A little (mild)","Shawarma"
"601609","3","8.0","Week day lunch,Week day dinner,Weekend lunch","10.0","fast furious","nestea","Parents","A moderate amount (medium)","Shawarma"
"602657","2","10.0","Week day lunch,Weekend lunch","10.0","the avengers","milk tea","Friends","A little (mild)","Shawarma"
"616449","3","N/A","Week day lunch,Weekend lunch,At a party","10.0","the avengers","soda","Friends,Strangers","A moderate amount (medium)","Shawarma"
"501893","3","5.0","Week day lunch,Week day dinner","12.5","not suremaybe turkish movies but it will remind me of a game called shawarmalegend which is a simulation game and highly recommended","orange juice","Strangers","A moderate amount (medium)","Shawarma"
"507448","3","N/A","Week day lunch,Weekend lunch","10.0","the avengers","coke","Strangers","A moderate amount (medium)","Shawarma"
